genesym	logFC	AveExpr	t	P.Value	adj.P.Val	B
CA8	-1.56945084048028	6.76736432620466	-19.3199859037194	1.27867581239982e-69	4.51532396253686e-69	146.931756386647
RRP7A	1.31398413868894	7.70851577867081	19.2030872319978	6.26365305592409e-69	2.17782398559822e-68	145.345737401279
RNF121	0.751406286057481	7.82629786420555	19.0526312573412	4.81375940837085e-68	1.64834791862396e-67	143.310257864623
PENK	-1.36916435206454	5.73132433492031	-19.0483582332034	5.10030104448569e-68	1.72040005381159e-67	143.252546199899
MYO1A	-0.705712775567036	6.54550475079258	-18.9070818170022	3.43975024071044e-67	1.14321110941259e-66	141.347516254683
SLC7A6	-1.07255073601299	8.5205394691297	-18.8444020468686	8.00705624741266e-67	2.62260103176125e-66	140.504233826804
CLDN1	-1.00099174479112	5.74637218282662	-18.4839403714056	1.00842463734947e-64	3.25577097201402e-64	135.678105098528
SUCLG1	0.924450595490464	10.0953847874512	18.2712518860483	1.71615339033419e-63	5.46268543965531e-63	132.84974832628
TMCO3	-0.587535209061161	4.91307786910047	-17.8490677884398	4.55935584844483e-61	1.43113114131741e-60	127.279711228461
C19orf24	0.989046160657982	7.71040770245408	17.6762243907204	4.40451902033425e-60	1.36359081999389e-59	125.01686894382
CDK5R2	-0.650470512950474	5.19332513401163	-17.3349317226199	3.76255394852948e-58	1.14910431401035e-57	120.579814100588
ZNF135	-0.951540050774302	6.03482183977744	-17.264905005296	9.32311773190356e-58	2.80936614321361e-57	119.67464156594
LAMA5	1.28768138895658	8.85853427944378	17.100821827754	7.76037775431918e-57	2.30769127957386e-56	117.560815283453
C16orf57	0.799664691105878	8.4698146193745	16.7979667411963	3.77608692194363e-55	1.1083060316354e-54	113.686040869626
CRMP1	-0.806015147875435	8.07700466075432	-16.53509183115	1.0691116345577e-53	3.09768242833384e-53	110.351764473406
ATG10	-0.643274618034829	6.38740095424051	-16.4677598297503	2.50623789370795e-53	7.16974384782273e-53	109.502170776107
FAT4	-0.853840429225277	5.60995223246266	-16.151398563852	1.33909191150487e-51	3.78293465000126e-51	105.535149614883
PDXK	1.7147236451209	8.56013259074705	15.9755600157187	1.20055466162304e-50	3.34969572255318e-50	103.348278547217
HNRNPA0	1.19752848251258	9.60071287979374	15.7956078306047	1.11778200612348e-49	3.08071626077935e-49	101.123935793684
PRMT3	-0.882933000035742	7.13367338917563	-15.7448023065869	2.09330867208739e-49	5.69985252881628e-49	100.498484855223
ACADVL	1.07387918995911	9.99381731734209	15.5631979496919	1.95347807126932e-48	5.25578623936747e-48	98.2720997170096
ERGIC2	1.49659676245368	8.63712561903091	15.5588194779399	2.06118492951927e-48	5.48032698907478e-48	98.2186024009555
LMO2	1.1800207739288	8.24744827301511	15.2422481857997	9.76113910986576e-47	2.56513655677868e-46	94.3735955989698
BDNF	-0.445666775448971	5.43488337079378	-15.0516225744411	9.74540136199235e-46	2.53156403196583e-45	92.0805172788864
SIGMAR1	0.874282054208211	7.10332876318021	15.0014400969766	1.78094779606821e-45	4.57379774899336e-45	91.4796908725364
ARHGEF2	0.780823462605953	7.64918508272301	14.9783279531492	2.35005553759726e-45	5.96755675839303e-45	91.2033732553448
HLA-DQB1	1.95973934396979	9.59083415015695	14.9459586812282	3.46383254640911e-45	8.69806839431621e-45	90.8168076734675
CNR1	-0.897973487545073	4.82069845932313	-14.8652584465407	9.0920114509082e-45	2.25801603066511e-44	89.8552293736242
SH3BP2	-0.805968956372283	7.30094786343168	-14.792657288977	2.16051032837766e-44	5.30734058927556e-44	88.9928221278912
TIMM17A	1.12009614981785	9.77527168562028	14.650256073535	1.17128993692784e-43	2.84636049188915e-43	87.3086893749051
TPP1	1.17155246920201	7.6025444696458	14.6211649929332	1.6523894493211e-43	3.97276612283583e-43	86.9658554781098
CORO1C	1.20951924625738	9.4968089606994	14.5994873412077	2.13481284001826e-43	5.07860738783291e-43	86.7106578184148
TRIM36	-1.27812852640413	5.55697432400582	-14.5101137599116	6.12300385332086e-43	1.44145715713595e-42	85.6609647269845
CEBPD	-0.451415681724834	7.10263822842698	-14.3459427474684	4.19851299479678e-42	9.78210244148528e-42	83.7431297836483
SNUPN	0.734502671179821	8.47974805451822	14.010827015824	2.04948673112531e-40	4.72636735953387e-40	79.8707392600934
CLN3	0.761813818192287	9.39868434495281	13.7522636008426	3.9569732389467e-39	9.03309042426217e-39	76.9227826864472
CNOT4	0.875363776770005	8.13744635914077	13.6266979371247	1.64531503883587e-38	3.71841198776907e-38	75.5039712529363
MSRB2	-0.740833894644245	8.14481766899718	-13.3333305419729	4.44533318956284e-37	9.94698317664556e-37	72.2223955005267
MAP3K10	-0.555983301388327	8.38687243461952	-13.2509881391806	1.11196450371687e-36	2.46376448862758e-36	71.3098275156539
MORN1	0.703484271090115	7.86834655280989	13.1968916747935	2.02677483675403e-36	4.44709818549913e-36	70.7123529575816
OPRL1	-0.477494508142547	7.13677195797493	-13.1589813988324	3.08384713936651e-36	6.70143705285415e-36	70.2946246778366
TEAD1	-0.498743136045814	5.52516608472541	-13.113850139282	5.07749602263388e-36	1.09287057249072e-35	69.798382303527
IGFBP5	1.77511434428077	11.0445375990296	12.9824134452328	2.15534467747286e-35	4.59535751989496e-35	68.3597263613251
BMP6	-0.627299151870833	6.69070399047273	-12.5732100349251	1.82378028146194e-33	3.85209666925606e-33	63.9443440402109
SEPT6	-0.744985773448963	7.18672333306669	-12.5287274257172	2.93742484267083e-33	6.14683346707044e-33	63.4702667102575
COL1A1	1.90320082564116	10.4248076445116	12.4409947427888	7.49451381120934e-33	1.5539083681957e-32	62.5386895762939
HRAS	0.841980487343958	7.61792702157512	12.3944478841298	1.22959124742982e-32	2.52625110835581e-32	62.0463019606494
SPATA7	-0.482702310748813	5.52382426203704	-12.3223423722411	2.64084339495294e-32	5.37685231765193e-32	61.2861121480093
DNAJB6	0.914146758859379	8.29750381781608	11.9743885228151	1.01094077689739e-30	2.03362115060504e-30	57.6621107207532
KCNAB2	0.508379807673609	7.49490326157859	11.9738302156938	1.01681057530252e-30	2.03362115060504e-30	57.6563556116365
GDI1	0.713828651494453	9.85001596122999	11.9630348254185	1.13721053689665e-30	2.25447001174248e-30	57.5451131990499
KCNQ1	0.642049049772456	7.49392194698994	11.9282458106657	1.6302336444679e-30	3.20376350999778e-30	57.1871178748396
SEMA3G	-1.05959066339158	7.45986341964411	-11.8933766817465	2.33719548114388e-30	4.55350154084927e-30	56.8290537769137
GMDS	1.20277072533791	6.65188148144133	11.589328054545	5.23568084660841e-29	1.01133664216539e-28	53.7392124555122
EPHB4	0.645109964728356	8.14273657572819	11.5782982320936	5.85442560982452e-29	1.12127134561046e-28	53.6282255203441
RHD	-0.480898610627526	6.84385236225689	-11.5564310517583	7.30401170980642e-29	1.3871484423666e-28	53.4084183444257
GPR172A	1.21235691166363	8.1134256152504	11.5462339477953	8.09690992966942e-29	1.52491803675441e-28	53.3060225256931
PAIP1	0.890864651716873	7.04462343086998	11.438297799261	2.40062687535011e-28	4.48381548619112e-28	52.2262611492566
GADD45B	1.10182803516155	8.81681324671624	11.4258038854133	2.72115181704904e-28	5.04082221846789e-28	52.1017607128886
POLR3G	-0.603669529233252	5.37762826490281	-11.3642209194819	5.03962161784695e-28	9.25979256612528e-28	51.4895706280903
SUV420H1	1.10987304706952	9.25698071334878	11.3500275127955	5.80676426082072e-28	1.05832961527862e-27	51.3488244393112
RPA1	0.895719765229421	9.19252274347068	11.2348856232298	1.82413602028872e-27	3.298037924682e-27	50.2118980906292
CCDC28A	0.699102540276587	8.4616503938106	11.0584328502767	1.03668261276271e-26	1.85944659114582e-26	48.486485968476
GSPT1	0.743893548556068	9.75783329432048	11.053858306758	1.08415438702548e-26	1.92928260998235e-26	48.4420286979906
SPARCL1	1.18917546629748	10.8914549304678	10.9448721059396	3.13760987950353e-26	5.53984244349842e-26	47.3869820984066
GORASP2	0.727721020141521	9.27181500131911	10.9198064615725	4.00183705139271e-26	7.01097033809885e-26	47.1454566315755
TDRD3	-0.345857075711952	6.09538848739373	-10.892267300421	5.22562538057637e-26	9.08454873854046e-26	46.880583478087
SNN	0.834949062470252	8.64571895378013	10.8684604277181	6.57864387606405e-26	1.1349416152599e-25	46.6520188711843
CBX5	0.652278909263299	7.43790112624803	10.7201715639703	2.7372433199199e-25	4.68649235077195e-25	45.2369554222958
ROGDI	0.750411860811722	8.56142291166726	10.6740263422641	4.25291322910715e-25	7.22675481036253e-25	44.799657764866
GJA5	-0.253209322465045	5.927548448462	-10.384646999291	6.52400407114531e-24	1.10031710453645e-23	42.0907059284956
IGHG1	-0.337092657883949	5.01794199801558	-10.3752784771919	7.1201614241041e-24	1.1919677643315e-23	42.0039744562306
TAOK1	0.6081438455665	8.84156168897325	10.3124279728975	1.27813846991574e-23	2.12396539853645e-23	41.4237055345897
DYRK2	0.582378063551829	7.8472766323859	10.153605963112	5.53813147876547e-23	9.13589572409487e-23	39.9697405994885
SULT1A1	0.786318987876406	9.13798613801917	10.1416947907801	6.17750462629908e-23	1.01167829387217e-22	39.8614155445625
DERL2	0.719782218562175	8.80363144396371	10.1372019681867	6.43723983732189e-23	1.04663036203939e-22	39.8205821063727
RGS19	0.450178847240249	8.95218528116857	9.81791885048658	1.15884418560901e-21	1.87070561391169e-21	36.9556620663931
TMEM63A	-0.828142059015059	6.94771932601243	-9.80585880570145	1.29070430220561e-21	2.0687884560175e-21	36.8488851076789
SH2B3	-0.611398077813099	7.65811146544625	-9.61489518030958	7.01250284088015e-21	1.11607439580205e-20	35.1722424088004
PIGH	0.528735155065978	6.74254489172311	9.27211714595039	1.36927637032949e-19	2.16403118667457e-19	32.2300336196483
NRG2	-0.307235316763705	5.254515580715	-9.13826158900859	4.2688013475799e-19	6.69964655939622e-19	31.104911864543
ANKRD10	0.739210595070579	9.05658890420346	9.11587646930849	5.15614329148214e-19	8.03647161293079e-19	30.9180730186706
SAA4	-0.481354386432855	6.30702109708345	-8.92783885220491	2.48244046834049e-18	3.84268182085582e-18	29.3636322115492
ALG12	0.500819473824429	7.38197577026275	8.81501819118967	6.2931243980105e-18	9.67514363231547e-18	28.4439582352705
TATDN2	0.34603325528794	8.96443071162313	8.80743388223356	6.6969074187464e-18	1.02263586259236e-17	28.3824848425739
FZR1	0.346566050297956	5.7248737814129	8.64717860752079	2.46667143709178e-17	3.74139426028687e-17	27.0939627855534
CAMK1	0.398842093814673	6.42116234861188	8.51176198954303	7.31041804764107e-17	1.10143631917792e-16	26.0207284739707
ALDH9A1	0.626773096163616	10.2592376599505	8.30128212484366	3.84702793312584e-16	5.75780339659894e-16	24.3811792755838
CPNE7	0.399733739261167	7.10863249340118	8.19063465907728	9.08337812103108e-16	1.35055490483752e-15	23.5333567921263
ZNF821	0.245696705084411	6.7961637379339	8.14229899800864	1.3180683184899e-15	1.94695058809619e-15	23.166055485318
LYPLA2P1	0.338213082970722	9.04921728507967	8.04995546453105	2.67070100615915e-15	3.91934043761018e-15	22.4695442446065
PCDHGA8	-0.297896182292918	5.83543329313479	-8.02913363479508	3.12877749415922e-15	4.56195944309667e-15	22.3134400907963
TMEM160	0.54441307770481	7.42554546083223	7.98612956215107	4.33405529839008e-15	6.27882370151383e-15	21.9921385377181
ROM1	0.322875976935986	6.56261894274179	7.97679286493218	4.65089080309975e-15	6.69491287579964e-15	21.9225773039464
CHIC2	0.572866193100881	7.80890086902948	7.94355882695495	5.97533307519293e-15	8.54699541135191e-15	21.6755452961792
HS2ST1	-0.606024219872698	7.62419253383288	-7.86791127803533	1.05354494122021e-14	1.49749155167149e-14	21.1165844896843
CLDN14	-0.182990654224391	6.14939486709598	-7.62256847844414	6.42364287350633e-14	9.07339555882769e-14	19.3358299517274
LHX2	-0.318287107848231	5.08737936426527	-7.45644972084294	2.12540430266637e-13	2.98348678510932e-13	18.1581852933575
ADM2	0.223642412086981	8.17972978454528	7.38098154917072	3.63341448984339e-13	5.06883749817658e-13	17.6307312375337
FAM55C	-0.339813925979318	4.82498860537246	-7.33277682312858	5.10513149891457e-13	7.07828048315763e-13	17.2963055231249
CD36	-1.19111467991072	7.79496938267518	-7.20873866682964	1.21408553450688e-12	1.67306909023509e-12	16.4447063220471
DNAJC13	0.311964942965949	7.74109203000947	7.19566419078419	1.32919524639001e-12	1.82059470111601e-12	16.3556934169187
KLF5	-0.803486372370164	7.40755234129266	-7.15310621142617	1.78327386645721e-12	2.42783068565861e-12	16.0669480131584
HIST1H2BH	0.905346532100179	7.34978249936572	7.14599811388582	1.87271558214711e-12	2.53433366206734e-12	16.0188698972521
S1PR1	-0.315135885382536	6.31616281817851	-7.0568484322905	3.44747203235528e-12	4.63767071019222e-12	15.4194941866378
GLTP	-0.354807514257487	6.85902220336859	-7.03531081612222	3.99118233000098e-12	5.33732074899539e-12	15.2756987733772
KIAA1659	-0.117905666769373	4.46217128538196	-6.77973800537347	2.20317599919808e-11	2.92892809305156e-11	13.5994722620682
DDC	-0.457068681300742	6.47566089662762	-6.75025720946672	2.67370511384425e-11	3.53366874695205e-11	13.4097049515473
OSBP	0.283116145882001	8.9737594557934	6.65944347274133	4.83149324238847e-11	6.34835739988253e-11	12.8298303766959
LCAT	-0.184949138576072	5.95034268955956	-6.65459064988679	4.98572608104909e-11	6.51314505385604e-11	12.7990433170844
DCAF8	0.298097912585364	8.25524493448916	6.18824382395833	9.3080319706375e-10	1.20897426745062e-09	9.93580141751229
C5AR1	0.369109169669271	6.60980043245368	5.96511799243679	3.5364182324803e-09	4.56703154594598e-09	8.63327693293933
AOAH	0.343368617333798	6.93681261502964	5.95156646399473	3.82977703277595e-09	4.91778187163275e-09	8.55558731288498
MSL2	0.382394938176673	7.48729047793262	5.67811928376712	1.84848536272805e-08	2.36021294902e-08	7.02290091639305
BET1	0.395498763304047	8.33761611464987	5.61604141301135	2.61874606692295e-08	3.3249247815988e-08	6.68427192575193
SEC22A	-0.207214933968276	5.47354909192157	-5.60686604314091	2.75631757001566e-08	3.48004341242201e-08	6.6345149997085
ERMP1	0.387447906053495	9.19275497764646	5.54889696537663	3.80256508885794e-08	4.7743317226772e-08	6.32190804228013
COPZ2	0.379210549959172	8.69414920830783	5.45374902346748	6.40752999821953e-08	8.00056231821886e-08	5.81538084972247
MGC29506	0.527589454246095	8.10749389102322	5.41178488857664	8.04533438194134e-08	9.99036027647661e-08	5.59458359710554
STAG1	-0.294475344554522	7.03079541720177	-5.35028221956891	1.11998758402465e-07	1.38315406551677e-07	5.27386764016805
CCDC86	-0.268803230429265	8.59358094386027	-5.09773574485811	4.20747279063863e-07	5.1678741885018e-07	3.99302889215158
OASL	0.371302260200167	7.94748827750883	5.00320601089777	6.80601329432111e-07	8.31437299738687e-07	3.5286110599486
ACN9	-0.222686031369443	4.96463930886646	-4.99644217513113	7.04216975109882e-07	8.55661485886201e-07	3.49569550183057
MASP2	-0.150663335425181	6.62293896940381	-4.98977780796106	7.28257786037543e-07	8.80140425906335e-07	3.46330515152679
KCND3	0.499452688266863	7.10501297090571	4.90990906599968	1.08560755274427e-06	1.30503886659683e-06	3.07830635246257
FKBPL	0.187425330150551	7.36447754482638	4.87853333352923	1.26798698710994e-06	1.51621724384575e-06	2.92867184617201
SPI1	-0.28510526007088	6.33216919217389	-4.36924192718742	1.39510279684691e-05	1.6594380636179e-05	0.627580053845893
SEPX1	-0.243212867338766	9.81817504743805	-4.23511983706143	2.52427097736489e-05	2.9868337219082e-05	0.0619127076122918
DAPP1	-0.186797527318696	7.21713121607727	-3.93882061383445	8.83495062894083e-05	0.000103994731361491	-1.12759733112618
KRT18P44	-0.0832519983746822	5.49595211394671	-3.8413806332044	0.000131108984348263	0.000153526582708329	-1.50059275907373
UFM1	-0.22473983302004	9.3050615495256	-3.83488787607946	0.00013456229576093	0.000156758138360671	-1.52512575149186
QRICH1	-0.136969393591558	8.72806433356584	-3.82107640648535	0.000142195798337568	0.00016480128422713	-1.57717910381631
KDR	-0.20298891405914	6.8450241216018	-3.51054487359288	0.000469857958772191	0.000541774993278138	-2.69943696025886
GRPEL1	0.233241098909389	8.26449023216375	3.4549719524138	0.000576607392349123	0.000661488683608638	-2.89053234075045
PHF15	0.283193794875585	8.92996315574948	3.4531925760904	0.000580372919396106	0.000662445857492525	-2.89660195606499
PTGER4	0.392810217038725	7.65461119460014	3.07185544113166	0.00219266148074677	0.00249015826456669	-4.12696156499747
BFSP2	-0.0770612352788813	5.74451004897211	-3.05664126089578	0.00230581079818955	0.00260556620195419	-4.17313267954995
KBTBD4	0.0957119252547391	7.67626389290615	2.83301580875589	0.00471629695860739	0.00530290105793666	-4.82584695938442
GNL2	0.216969783054769	7.4370221711797	2.81268533831792	0.00502214153160279	0.0056188316145655	-4.88277504652946
CTNNAL1	0.201929248567724	8.32253829578857	2.79061060738643	0.00537447303031327	0.00598340347217142	-4.94413125155741
TOPBP1	-0.188662876963901	8.32320515344074	-2.7570515826503	0.00595305092496869	0.00659504661295551	-5.03649776029761
TACO1	-0.15368950809541	7.87523506101892	-2.43455406395321	0.0151076616607551	0.0166552757821007	-5.86802799169436
ECHDC1	0.193619723747486	7.984667942366	2.36933704449417	0.0180345750416509	0.0197855046573452	-6.02380027720636
USP36	-0.123027340851955	5.54395134894807	-2.19011976548031	0.0287768977027178	0.0314182554628706	-6.43034272341493
STK38L	-0.141480994542721	7.32802339050307	-2.01137605068131	0.0445896985645171	0.0484484224787541	-6.80430851726165
ADCY6	0.110968273824705	8.53603424318585	1.91313241977269	0.0560548035128694	0.0606142851383182	-6.99642540291527
KCTD13	-0.115872354736605	7.65476020959345	-1.78449690674582	0.0746867816839408	0.0803772031455744	-7.2335471762177
IFRD1	0.183138948858989	7.14411940854573	1.57320131878146	0.116031023622247	0.124279674590653	-7.58747136026816
AMOTL2	-0.124419031386749	8.42445867407567	-1.4741313049935	0.140803248479216	0.150101576208976	-7.7381628306771
STX18	0.0684802273107046	8.51682640560358	1.45611445771144	0.145717030507527	0.154610558191085	-7.76451986818707
NUP93	0.0715536240109795	8.74063444659755	1.20276700565524	0.229389439252475	0.242252398462894	-8.10096005528544
TPH1	-0.0932085681683468	4.57289477284742	-0.961466641760136	0.336581235826372	0.353801671147721	-8.36196491997136
RAD51C	0.0586400651277712	7.84538318363438	0.913451975384561	0.361254637654452	0.377979389397714	-8.40697330981531
CCDC106	0.0399289300935175	6.19351241368132	0.84747195502298	0.396962138495662	0.413426005990873	-8.46506860181066
ARMCX1	-0.0934004436703741	8.03909216100385	-0.81299721116933	0.416439169500771	0.431721340858597	-8.49369471971308
GSR	0.0537848648088577	7.64727027493609	0.763369022613297	0.445447590668977	0.459685641512278	-8.53281928215311
PYROXD1	-0.0613731085386666	7.87936036597329	-0.718268373128241	0.472782144027031	0.485676202500495	-8.5662406629208
TBK1	0.0366953692565826	8.31989322748169	0.626630850727156	0.531063476794161	0.540674800233901	-8.62788732206634
GNA12	-0.0261247431255551	7.45638195934921	-0.626566980794916	0.531105334743035	0.540674800233901	-8.6279273619607
ZCCHC10	0.0254991451431161	6.39047842306795	0.317657471452627	0.750820001105724	0.760920718609389	-8.77386093502787
ABCA12	0.012166913438957	5.29208904442284	0.13238654771579	0.894708765214582	0.902697236332569	-8.81558660750557
FAM38B	-0.00508755092419033	7.13015648850958	-0.0374467072452799	0.970137309844838	0.970604196120117	-8.82365592547128
NPIPL3	-0.00116676853125774	6.74438627134842	-0.0368609815072158	0.970604196120117	0.970604196120117	-8.82367770746576
